image_path,label,split
images/-1547079813939330339.png,Eczema,train
images/-1248547167575108548.png,Eczema,train
images/-1013653802423257870.png,Eczema,train
images/5056356469147972522.png,Eczema,train
images/4943233056358001391.png,Eczema,train
images/-2949233165118597916.png,Eczema,train
images/-3750185795244107359.png,Eczema,train
images/-6448432614772151892.png,Eczema,train
images/-6974606759109816662.png,Urticaria,train
images/-2380872394464769334.png,Eczema,train
images/-6871553402512605628.png,Eczema,train
images/3422278879386892670.png,Eczema,train
images/8748144847630043442.png,Eczema,train
images/-5385363078483571059.png,Eczema,train
images/5131985435524652892.png,Eczema,train
images/4383464586419591817.png,Eczema,train
images/-7169028275718043618.png,Eczema,train
images/-8828598390077094829.png,Urticaria,train
images/-8297361329479198136.png,Eczema,train
images/-3933475004882152757.png,Eczema,train
images/-3468227127797978058.png,Eczema,train
images/-2495405375565733468.png,Eczema,train
images/-506159417569762918.png,Eczema,train
images/5085717221952529022.png,Urticaria,train
images/-1971854595130405162.png,Eczema,train
images/-4066123629157567317.png,Eczema,train
images/-3593116470323469675.png,Eczema,train
images/-735206336959143544.png,Eczema,train
images/-613865508334046751.png,Eczema,train
images/-2557297330022991624.png,Eczema,train
images/-6052397548805537740.png,Urticaria,train
images/4369305934387006344.png,Eczema,train
images/-8252330186908367439.png,Eczema,train
images/3344247158207911686.png,Eczema,train
images/-739761245427487184.png,Eczema,train
images/-3960609428407610178.png,Urticaria,train
images/-445431345310956881.png,Eczema,train
images/-1466847537458498864.png,Eczema,train
images/-5750619068341432048.png,Eczema,train
images/-3428237757976001831.png,Eczema,train
images/-172643478809679819.png,Eczema,train
images/-2030903409484078916.png,Eczema,train
images/-3131182156160569830.png,Eczema,train
images/367210754098426814.png,Eczema,train
images/-6164738387761325907.png,Eczema,train
images/-3449290884377188767.png,Eczema,train
images/-1283963341331471600.png,Eczema,train
images/-7379989713508976017.png,Eczema,train
images/-5303561896917410185.png,Eczema,train
images/-5163511963044239396.png,Eczema,train
images/-4308398826912860778.png,Eczema,train
images/-420948865655293968.png,Urticaria,train
images/-1851330752014269540.png,Eczema,train
images/-4772826539396708402.png,Eczema,train
images/-3093381369321113036.png,Eczema,train
images/-3936103083949335804.png,Eczema,train
images/-3193028068058629771.png,Eczema,train
images/-4652818442712729811.png,Urticaria,train
images/-5874747075838176517.png,Eczema,train
images/-8510531530332479524.png,Eczema,train
images/-7827471639303718306.png,Eczema,train
images/-5432546180216775741.png,Eczema,train
images/5266033767095764235.png,Eczema,train
images/-1476574626453309028.png,Urticaria,train
images/-8163528232615421659.png,Eczema,train
images/-2443949714670739112.png,Urticaria,train
images/-5671090707772817688.png,Eczema,train
images/-4844217374961134554.png,Urticaria,train
images/-6072775268057522072.png,Urticaria,train
images/-494008788293981349.png,Eczema,train
images/6276334615397287053.png,Urticaria,train
images/7518962439947022924.png,Eczema,train
images/-2148742373929221903.png,Eczema,train
images/-5292342724870624600.png,Eczema,train
images/-2039834805618946129.png,Eczema,train
images/-2459085105696017592.png,Eczema,train
images/-7854725817199771859.png,Urticaria,train
images/-7411720837192491249.png,Urticaria,train
images/-2470963294952716246.png,Eczema,train
images/-8614320058673555741.png,Urticaria,train
images/-7108487947733237222.png,Eczema,train
images/-8503022643743511724.png,Eczema,train
images/-236781517620281149.png,Eczema,train
images/152035477957158422.png,Urticaria,train
images/-3785790046103474945.png,Eczema,train
images/-4708708668469568522.png,Eczema,train
images/123261771205042552.png,Eczema,train
images/-6752427542329011768.png,Urticaria,train
images/-1835922609877708855.png,Eczema,train
images/-7513089492834821079.png,Eczema,train
images/9030372736485025618.png,Urticaria,train
images/1441065153734559518.png,Urticaria,train
