image_path,label,split
images/-2663645243653633022.png,Urticaria,train
images/2869044007360673347.png,Impetigo,train
images/-6821875351174050947.png,Urticaria,train
images/152035477957158422.png,Urticaria,train
images/6276334615397287053.png,Urticaria,train
images/5495915177571105531.png,Impetigo,train
images/-362715643741333868.png,Urticaria,train
images/-9087326729811666680.png,Urticaria,train
images/5904657460937594916.png,Impetigo,train
images/-4510716316709881959.png,Urticaria,train
images/-16753410666317731.png,Urticaria,train
images/-3613755685489918074.png,Urticaria,train
images/7201824139187911035.png,Urticaria,train
images/139073546012313918.png,Urticaria,train
images/9030372736485025618.png,Urticaria,train
images/-7782995076528179992.png,Urticaria,train
images/2484245091908956763.png,Urticaria,train
images/-5655969196519703975.png,Urticaria,train
images/-6264859610176037628.png,Urticaria,train
images/-1748896230395277993.png,Urticaria,train
images/3649560684285356145.png,Urticaria,train
images/-6072775268057522072.png,Urticaria,train
images/-1765572912415510613.png,Impetigo,train
images/-6272728721081099136.png,Urticaria,train
images/-4640880077120320715.png,Urticaria,train
images/3614097266056290592.png,Urticaria,train
images/-43391879386510500.png,Impetigo,train
images/-311918315070393568.png,Urticaria,train
images/-4844217374961134554.png,Urticaria,train
images/-4203166728954341030.png,Urticaria,train
images/-3982407291216078553.png,Urticaria,train
images/-6561457627112466394.png,Urticaria,train
images/-7897770316150176474.png,Urticaria,train
images/-3749637390051796787.png,Urticaria,train
images/1851736223985307611.png,Urticaria,train
images/-1070529500008144097.png,Urticaria,train
images/3128231472463456057.png,Urticaria,train
images/-1639533999116789945.png,Urticaria,train
images/-4986256408299251030.png,Urticaria,train
images/4488336665965591796.png,Urticaria,train
images/-3454742488172101921.png,Urticaria,train
images/347108597815692432.png,Urticaria,train
images/7624703560142571231.png,Urticaria,train
images/4025099453268867179.png,Urticaria,train
images/-3463926055561590672.png,Urticaria,train
images/-3245445355390336573.png,Urticaria,train
images/-6210468418251952437.png,Impetigo,train
images/-8614320058673555741.png,Urticaria,train
images/-5745242661905185049.png,Urticaria,train
images/-3960609428407610178.png,Urticaria,train
images/-2874221601641289316.png,Urticaria,train
images/8582391068867846874.png,Urticaria,train
images/7846235618886945562.png,Urticaria,train
images/-2490625174049341192.png,Urticaria,train
images/-8077199062814861533.png,Urticaria,train
images/-4813138192071438695.png,Urticaria,train
images/1281951106283171619.png,Urticaria,train
images/5244444480130909722.png,Urticaria,train
images/-1147438805108165437.png,Urticaria,train
images/-9205655818768804525.png,Urticaria,train
images/-8532169583360415872.png,Urticaria,train
images/-692354311834216036.png,Urticaria,train
images/-3483024805543442518.png,Urticaria,train
images/-8828598390077094829.png,Urticaria,train
images/-1542787778564695920.png,Urticaria,train
images/-2288434622033194477.png,Impetigo,train
